Time (min),Link Budget (kbps),Line Of Sight (1/0),Antenna X,Antenna Y,Antenna Z,Satellite X,Satellite Y,Satellite Z,Slant Distance (km)
91.63913203,0.0,0,-5043.392734349998,470.5185368905197,2835.867396887152,5678.006233,-2971.801836,-3297.033429,12822.26336911226
92.63913203,0.0,0,-5045.230957563579,445.3332783204778,2836.664364221097,5896.566344,-2646.582059,-3058.09108,12807.459169907039
93.63913203,0.0,0,-5046.968064064625,420.1394947585195,2837.417492092994,6091.980981,-2310.980638,-2807.119416,12782.644480502813
94.63913203,0.0,0,-5048.604020599792,394.9376684879408,2838.1267660857543,6262.912469,-1966.09832,-2544.841983,12747.597765346107
95.63913203,0.0,0,-5050.138795852051,369.72828194599833,2838.792172621784,6408.083954,-1613.135849,-2272.074799,12702.109271638068
96.63913203,0.0,0,-5051.57236044128,344.51181771467463,2839.4136989632398,6526.295185,-1253.39301,-1989.727857,12645.984536830156
97.63913203,0.0,0,-5052.904686924824,319.2887585114422,2839.9913332122737,6616.43925,-888.2660616,-1698.805436,12579.048162481544
98.63913203,0.0,0,-5054.135749798027,294.05958718001693,2840.5250643112645,6677.520019,-519.2433684,-1400.40499,12501.147807329044
99.63913203,0.0,0,-5055.265525494715,268.8247866811216,2841.0148820430245,6708.669958,-147.8990401,-1095.714446,12412.15833809363
100.1082326,0.0,0,-5055.76059638315,256.9853246902512,2841.229521550977,6712.758423,26.63310567,-950.9746977,12366.564393350945
101.1082326,0.0,0,-5056.741532356215,231.7431305374339,2841.6548093622987,6696.992724,400.4799717,-637.3789476,12258.97291671249
102.1082326,0.0,0,-5057.621131270405,206.49650013785413,2842.0361621797388,6646.420776,776.745842,-316.7141186,12136.205527897184
103.1082326,0.0,0,-5058.399376287603,181.2459167864513,2842.37357270308,6560.698231,1153.744249,9.661088304,11998.893375353624
104.1082326,0.0,0,-5059.076252509907,155.9918638538361,2842.66703447329,6439.688501,1529.736707,340.314087,11847.807224307824
105.1082326,0.0,0,-5059.651746979909,130.7348247770392,2842.916541872647,6283.499912,1902.952138,673.7492394,11683.883367700242
106.1082326,0.0,0,-5060.125848680948,105.47528305025207,2843.1220901248416,6092.522517,2271.614615,1008.425723,11508.250776442384
107.1082326,0.0,0,-5060.498548537318,80.21372221557567,2843.283675295075,5867.46144,2633.979879,1342.783248,11322.25828299826
108.1082326,0.0,0,-5060.769839414448,54.950625853764,2843.401294290132,5609.362934,2988.380152,1675.275794,11127.500140264554
109.1082326,0.0,0,-5060.93971611903,29.68647757496319,2843.474944858435,5319.629075,3333.275631,2004.412591,10925.837970400458
110.1082326,0.0,0,-5061.008175399122,4.421761009457441,2843.504625590098,5000.017252,3667.309729,2328.804432,10719.416831437391
111.1082326,0.0,0,-5060.975215944212,-20.843040201591062,2843.490335916943,4652.621729,3989.363871,2647.212205,10510.673155614477
112.1082326,0.0,0,-5060.840838385241,-46.10744241539805,2843.432076112517,4279.83633,4298.606782,2958.593554,10302.332445704713
113.1082326,0.0,0,-5060.605045294592,-71.37096199682037,2843.329847292084,3884.299755,4594.53303,3262.143046,10097.395032595143
114.1082326,0.0,0,-5060.267841186041,-96.6331153276069,2843.183651412605,3468.827676,4876.986242,3557.321435,9899.108678402012
115.1082326,0.0,0,-5059.829232514666,-121.89341881566544,2842.9934912727003,3036.337994,5146.164063,3843.870632,9710.927269948768
116.1082326,0.0,0,-5059.289227676731,-147.1513889043108,2842.7593705125955,2589.776888,5402.604175,4121.8127,9536.455142281831
117.1082326,0.0,0,-5058.647837009523,-172.40654208152864,2842.481293614053,2132.05316,5647.153063,4391.433208,9379.37667750743
118.094466,0.0,0,-5057.9159862457855,-197.31078730977333,2842.1639974621417,1672.447436,5877.770421,4649.696726,9245.083993550197
119.094466,0.0,0,-5057.073257963082,-222.5589117238428,2841.798630020504,1200.86585,6097.559614,4900.645816,9129.32373143746
120.094466,0.0,0,-5056.129186271298,-247.8027757041741,2841.389324831833,725.7896108,6299.720009,5137.39988,9031.738706450178
121.094466,0.0,0,-5055.083789242749,-273.0418960087868,2840.9360897314377,248.7789951,6485.267464,5360.582199,8952.89463562878
122.094466,0.0,0,-5053.937086889416,-298.275789486504,2840.4389333955737,-228.8477907,6655.225876,5570.85756,8893.13544283644
123.094466,0.0,0,-5052.689101162562,-323.5039730862086,2839.897865341279,-705.9892831,6810.602567,5768.908036,8852.591485744055
124.094466,0.0,0,-5051.339855952315,-348.7259638660862,2839.312895926192,-1181.734418,6952.371088,5955.414842,8831.192204030143
125.094466,0.0,0,-5049.889377087204,-373.9412790028728,2838.68403634835,-1655.336943,7081.459971,6131.045275,8828.682605694214
126.094466,0.0,0,-5048.337692333673,-399.1494358010928,2838.011298645982,-2126.191647,7198.746041,6296.44371,8844.642894462031
127.094466,0.0,0,-5046.684831395542,-424.3499517023065,2837.294695697269,-2593.812933,7305.051127,6452.22579,8878.510483292772
128.094466,0.0,0,-5044.930825913441,-449.5423442943397,2836.5342412201057,-3057.815918,7401.141205,6598.975,8929.6034800959
129.094466,0.0,0,-5043.07570946421,-474.726131320524,2835.7299497718323,-3517.900033,7487.727244,6737.241024,8997.144728221076
130.094466,1437404.0229965532,0,-5041.119517560244,-499.9008306889282,2834.881836748957,-3973.834956,7565.467172,6867.539369,9080.285465037116
131.094466,1406920.8346562001,0,-5039.062287648825,-525.0659604815828,2833.9899183868665,-4425.448652,7634.968539,6990.351878,9178.127775636105
132.094466,1373315.2948382823,0,-5036.904059111399,-550.2210389637089,2833.054211759505,-4872.61727,7696.791586,7106.127839,9289.745185375408
133.094466,1337244.8591553965,0,-5034.6448732628205,-575.365584592942,2832.074734779058,-5315.256657,7751.452479,7215.285474,9414.200891300954
134.094466,1299331.2349625358,0,-5032.284773350571,-600.499116028544,2831.0515061956016,-5753.315257,7799.426581,7318.213646,9550.563373060575
135.094466,1260145.6082478634,0,-5029.823804553919,-625.6211521406235,2829.9845455967484,-6186.768177,7841.151646,7415.273681,9697.919279490616
136.094466,1220199.35054303,0,-5027.262013983063,-650.7312120193415,2828.873873407269,-6615.612252,7877.030882,7506.801208,9855.38365354345
137.094466,1179939.4772309659,0,-5024.599450678229,-675.8288149841201,2827.7195108887045,-7039.861933,7907.435834,7593.107983,10022.107672405313
138.094466,1139747.9418136526,0,-5021.836165608727,-700.9134805928447,2826.5214801389566,-7459.54588,7932.709079,7674.483644,10197.284162725697
139.094466,1099943.8149151632,0,-5018.972211671981,-725.9847286510585,2825.279804091866,-7874.704133,7953.166718,7751.197386,10380.151186960076
